艦船ID,艦船名,耐久初期,耐久最大,火力初期,火力最大,雷装初期,雷装最大,対空初期,対空最大,装甲初期,装甲最大,対潜初期下限,対潜初期上限,対潜最大,回避初期下限,回避初期上限,回避最大,索敵初期下限,索敵初期上限,索敵最大,運初期,運最大,射程,装備1,装備2,装備3,装備4,装備5,機数1,機数2,機数3,機数4,機数5,ドロップ説明,図鑑説明
587,北方棲姫,300,300,80,80,0,0,120,120,125,125,0,0,0,15,15,15,80,80,80,40,40,2,504,521,548,517,-1,0,72,64,36,0,,
588,北方棲姫,390,390,140,140,0,0,140,140,140,140,0,0,0,25,25,25,100,100,100,50,50,2,504,547,548,549,-1,0,72,72,40,0,,
589,北方棲姫,300,300,60,60,0,0,100,100,110,110,0,0,0,5,5,5,80,80,80,35,35,2,504,521,548,517,-1,0,64,48,36,0,,
590,北方棲姫,390,390,140,140,0,0,120,120,125,125,0,0,0,15,15,15,100,100,100,40,40,2,504,547,548,549,-1,0,64,68,40,0,,
591,軽巡ツ級,48,48,58,58,84,84,88,88,55,55,96,96,96,69,69,69,48,48,48,55,55,2,550,550,545,525,-1,0,0,3,3,0,,
592,軽巡ツ級 elite,66,66,64,64,92,92,96,96,68,68,98,98,98,74,74,74,58,58,58,66,66,2,550,550,545,525,-1,0,0,3,3,0,,
594,重巡ネ級,80,80,73,73,66,66,72,72,82,82,0,9999,9999,0,9999,9999,0,9999,9999,60,60,2,505,505,515,525,-1,0,0,0,4,0,,
595,重巡ネ級 elite,88,88,79,79,74,74,79,79,89,89,0,9999,9999,0,9999,9999,0,9999,9999,70,70,2,505,505,515,525,-1,0,0,0,4,0,,
597,駆逐棲姫,150,150,59,59,90,90,60,60,100,100,0,9999,9999,0,9999,9999,0,9999,9999,70,70,1,502,502,515,-1,-1,0,0,0,0,0,,
598,駆逐棲姫,190,190,69,69,90,90,60,60,115,115,0,9999,9999,0,9999,9999,0,9999,9999,80,80,1,502,502,515,-1,-1,0,0,0,0,0,,
599,空母水鬼,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
600,空母水鬼,390,390,190,190,0,0,140,140,190,190,0,9999,9999,0,9999,9999,0,9999,9999,70,70,3,547,548,549,532,-1,66,60,60,0,0,,
601,軽巡棲鬼,210,210,59,59,88,88,60,60,135,135,0,9999,9999,0,9999,9999,0,9999,9999,70,70,2,506,506,529,525,-1,0,0,0,3,0,,
602,軽巡棲鬼,270,270,69,69,98,98,60,60,170,170,0,9999,9999,0,9999,9999,0,9999,9999,90,90,2,506,506,529,525,-1,0,0,0,3,0,,
603,戦艦水鬼,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
604,戦艦水鬼,500,500,198,198,0,0,96,96,200,200,0,9999,9999,0,9999,9999,0,9999,9999,90,90,3,551,551,529,525,-1,0,0,0,6,0,,
605,港湾水鬼,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
606,港湾水鬼,450,450,130,130,0,0,120,120,140,140,0,9999,9999,0,9999,9999,0,9999,9999,65,65,3,551,551,547,548,-1,0,0,108,108,0,,
607,港湾水鬼,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
608,港湾水鬼,500,500,160,160,0,0,160,160,160,160,0,9999,9999,0,9999,9999,0,9999,9999,75,75,3,551,551,547,548,-1,0,0,130,130,0,,
609,泊地水鬼,330,330,120,120,0,0,80,80,200,200,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,536,508,508,548,-1,0,0,0,120,0,,
610,泊地水鬼,330,330,130,130,0,0,90,90,220,220,0,9999,9999,0,9999,9999,0,9999,9999,75,75,3,536,508,508,548,-1,0,0,0,140,0,,
611,泊地水鬼,430,430,140,140,0,0,100,100,220,220,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,536,551,551,548,-1,0,0,0,160,0,,
612,泊地水鬼,430,430,150,150,0,0,110,110,240,240,0,9999,9999,0,9999,9999,0,9999,9999,85,85,3,536,551,551,548,-1,0,0,0,180,0,,
613,港湾棲姫,490,490,180,180,0,0,170,170,177,177,0,9999,9999,0,9999,9999,0,9999,9999,65,65,3,552,552,536,549,-1,0,0,0,180,0,,
614,空母ヲ級 flagship,96,96,25,25,0,0,50,50,80,80,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,556,548,558,549,-1,32,32,27,5,0,,
615,空母ヲ級 flagship,96,96,25,25,0,0,50,50,80,80,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,556,557,558,558,-1,32,32,27,5,0,,
616,空母ヲ級改 flagship,160,160,40,40,0,0,90,90,120,120,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,547,548,549,549,-1,36,36,36,36,0,,
617,空母ヲ級改 flagship,160,160,40,40,0,0,90,90,120,120,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,556,548,558,549,-1,36,36,36,36,0,,
618,空母ヲ級改 flagship,160,160,40,40,0,0,90,90,120,120,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,556,557,558,558,-1,36,36,36,36,0,,
619,空母棲鬼,250,250,120,120,0,0,100,100,138,138,0,9999,9999,0,9999,9999,0,9999,9999,0,0,3,556,557,558,532,-1,48,48,48,0,0,,
620,空母棲姫,350,350,180,180,0,0,130,130,150,150,0,9999,9999,0,9999,9999,0,9999,9999,0,0,3,556,557,558,532,-1,60,52,56,0,0,,
621,駆逐イ級後期型 elite,39,39,48,48,76,76,40,40,30,30,0,9999,9999,0,9999,9999,0,9999,9999,0,0,1,502,502,559,-1,-1,0,0,0,0,0,,
622,駆逐ロ級後期型 elite,43,43,58,58,88,88,44,44,36,36,0,9999,9999,0,9999,9999,0,9999,9999,0,0,1,502,502,559,-1,-1,0,0,0,0,0,,
623,駆逐ハ級後期型 elite,46,46,58,58,76,76,48,48,36,36,0,9999,9999,0,9999,9999,0,9999,9999,0,0,1,502,559,544,-1,-1,0,0,0,0,0,,
624,駆逐ニ級後期型 elite,49,49,64,64,98,98,48,48,48,48,0,9999,9999,0,9999,9999,0,9999,9999,0,0,1,502,502,559,-1,-1,0,0,0,0,0,,
625,水母棲姫,350,350,75,75,88,88,70,70,150,150,0,9999,9999,0,9999,9999,0,9999,9999,0,0,2,550,550,541,554,-1,0,0,0,32,0,,
626,水母棲姫,350,350,95,95,98,98,80,80,175,175,0,9999,9999,0,9999,9999,0,9999,9999,0,0,2,550,550,541,555,-1,0,0,0,64,0,,
627,水母棲姫,350,350,115,115,98,98,90,90,195,195,0,9999,9999,0,9999,9999,0,9999,9999,0,2,0,550,550,541,555,-1,0,0,0,96,0,,
628,防空棲姫,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,2,null,null,null,null,null,null,null,null,null,null,,
629,防空棲姫,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,2,null,null,null,null,null,null,null,null,null,null,,
630,防空棲姫,255,255,190,190,95,95,390,390,333,333,0,9999,9999,0,9999,9999,2,9999,9999,0,0,0,553,553,531,-1,-1,0,0,0,0,0,,
631,飛行場姫,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,1,null,null,null,null,null,null,null,null,null,null,,
632,飛行場姫,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,1,null,null,null,null,null,null,null,null,null,null,,
633,飛行場姫,500,500,95,95,0,0,140,140,190,190,0,9999,9999,0,9999,9999,1,9999,9999,0,0,1,556,557,558,558,-1,98,98,98,98,0,,
634,離島棲鬼,450,450,150,150,0,0,100,100,155,155,0,9999,9999,0,9999,9999,0,9999,9999,0,0,1,556,557,548,549,-1,90,90,90,90,0,,
635,離島棲鬼,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,1,null,null,null,null,null,null,null,null,null,null,,
636,離島棲鬼,450,450,180,180,0,0,120,120,185,185,0,9999,9999,0,9999,9999,0,9999,9999,0,0,1,556,557,558,558,-1,90,90,90,90,0,,
637,PT小鬼群,9,9,9,9,88,88,12,12,19,19,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,515,-1,-1,-1,-1,0,0,0,0,0,,
638,PT小鬼群,9,9,9,9,98,98,18,18,29,29,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,515,515,-1,-1,-1,0,0,0,0,0,,
639,PT小鬼群,15,15,15,15,98,98,18,18,29,29,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,515,515,-1,-1,-1,0,0,0,0,0,,
640,PT小鬼群,18,18,18,18,118,118,24,24,39,39,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,515,515,-1,-1,-1,0,0,0,0,0,,
641,軽巡棲姫,230,230,64,64,93,93,50,50,145,145,0,9999,9999,0,9999,9999,0,9999,9999,0,0,2,511,511,515,560,-1,0,0,0,0,0,,
642,軽巡棲姫,290,290,74,74,96,96,55,55,175,175,0,9999,9999,0,9999,9999,0,9999,9999,0,0,2,511,511,515,560,-1,0,0,0,0,0,,
643,軽巡棲姫,330,330,79,79,99,99,55,55,185,185,0,9999,9999,0,9999,9999,0,9999,9999,0,0,2,511,511,515,560,-1,0,0,0,0,0,,
644,潜水棲姫,110,110,50,50,140,140,0,0,53,53,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,515,515,515,-1,-1,0,0,0,0,0,,
645,潜水棲姫,130,130,70,70,155,155,0,0,73,73,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,541,515,515,-1,-1,0,0,0,0,0,,
646,潜水棲姫,160,160,90,90,170,170,0,0,93,93,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,541,541,515,-1,-1,0,0,0,0,0,,
647,駆逐水鬼,255,255,100,100,110,110,70,70,150,150,0,9999,9999,0,9999,9999,0,9999,9999,0,0,1,502,502,515,531,-1,0,0,0,0,0,,
648,駆逐水鬼,255,255,120,120,120,120,80,80,170,170,0,9999,9999,0,9999,9999,0,9999,9999,0,0,1,502,502,515,531,-1,0,0,0,0,0,,
649,駆逐水鬼,255,255,140,140,130,130,90,90,180,180,0,9999,9999,0,9999,9999,0,9999,9999,0,0,1,502,502,541,531,-1,0,0,0,0,0,,
650,飛行場姫,500,500,50,50,0,0,120,120,140,140,0,9999,9999,0,9999,9999,0,9999,9999,0,0,1,561,561,561,561,-1,12,12,6,6,0,,
651,飛行場姫,500,500,60,60,0,0,120,120,140,140,0,9999,9999,0,9999,9999,0,9999,9999,0,0,1,562,561,561,561,-1,24,12,6,6,0,,
652,飛行場姫,500,500,70,70,0,0,120,120,140,140,0,9999,9999,0,9999,9999,0,9999,9999,0,0,1,562,562,561,561,-1,24,24,12,12,0,,
653,集積地棲姫,600,600,70,70,88,88,60,60,100,100,0,9999,9999,0,9999,9999,0,9999,9999,0,0,3,561,561,561,561,-1,12,12,6,6,0,,
654,集積地棲姫,600,600,90,90,98,98,70,70,130,130,0,9999,9999,0,9999,9999,0,9999,9999,0,0,3,562,561,561,561,-1,24,12,6,6,0,,
655,集積地棲姫,600,600,130,130,118,118,80,80,160,160,0,9999,9999,0,9999,9999,0,9999,9999,3,0,0,562,562,561,561,-1,24,24,12,12,0,,
656,集積地棲姫-壊,380,380,130,130,88,88,70,70,130,130,0,9999,9999,0,9999,9999,0,9999,9999,0,0,3,562,561,561,561,-1,24,12,6,6,0,,
657,集積地棲姫-壊,430,430,160,160,98,98,80,80,160,160,0,9999,9999,0,9999,9999,0,9999,9999,0,0,3,562,562,561,561,-1,24,24,12,12,0,,
658,集積地棲姫-壊,480,480,190,190,118,118,90,90,190,190,0,9999,9999,0,9999,9999,0,9999,9999,0,0,3,562,562,562,561,-1,36,24,24,12,0,,
659,重巡棲姫,350,350,100,100,66,66,72,72,145,145,0,9999,9999,0,9999,9999,0,9999,9999,0,0,3,563,563,515,564,-1,null,null,null,null,null,,
660,重巡棲姫,350,350,130,130,74,74,79,79,175,175,0,9999,9999,0,9999,9999,0,9999,9999,0,0,3,563,563,515,564,-1,null,null,null,null,null,,
661,重巡棲姫,350,350,160,160,82,82,86,86,195,195,0,9999,9999,0,9999,9999,0,9999,9999,0,0,3,563,563,515,564,-1,null,null,null,null,null,,
662,重巡棲姫,370,370,130,130,74,74,79,79,158,158,0,9999,9999,0,9999,9999,0,9999,9999,0,0,3,563,563,541,564,-1,null,null,null,null,null,,
663,重巡棲姫,380,380,160,160,82,82,86,86,188,188,0,9999,9999,0,9999,9999,0,9999,9999,0,0,3,563,563,541,564,-1,null,null,null,null,null,,
664,重巡棲姫,390,390,190,190,90,90,93,93,208,208,0,9999,9999,0,9999,9999,0,9999,9999,0,0,3,563,563,541,564,-1,null,null,null,null,null,,
665,砲台小鬼,130,130,100,100,0,0,65,65,110,110,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,565,565,539,567,-1,null,null,null,null,null,,
666,砲台小鬼,130,130,100,100,0,0,75,75,105,105,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,565,540,539,567,-1,null,null,null,null,null,,
667,砲台小鬼,130,130,100,100,0,0,85,85,100,100,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,565,553,539,567,-1,null,null,null,null,null,,
668,離島棲姫,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
669,離島棲姫,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
670,離島棲姫,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
671,離島棲姫,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
672,離島棲姫,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
673,駆逐古鬼,170,170,80,80,100,100,58,58,149,149,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,501,501,541,531,-1,null,null,null,null,null,,
674,駆逐古鬼,180,180,88,88,110,110,64,64,158,158,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,501,501,541,531,-1,null,null,null,null,null,,
675,駆逐古鬼,190,190,96,96,120,120,81,81,167,167,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,501,501,541,531,-1,null,null,null,null,null,,
676,駆逐水鬼,200,200,100,100,110,110,70,70,155,155,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,502,502,515,531,-1,null,null,null,null,null,,
677,駆逐水鬼,220,220,120,120,120,120,80,80,160,160,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,502,502,515,531,-1,null,null,null,null,null,,
678,駆逐水鬼,240,240,140,140,130,130,90,90,170,170,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,502,502,541,531,-1,null,null,null,null,null,,
679,リコリス棲姫,600,600,150,150,0,0,120,120,100,100,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,561,561,556,566,-1,null,null,null,null,null,,
680,リコリス棲姫,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
681,リコリス棲姫,680,680,190,190,0,0,140,140,140,140,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,562,562,556,566,-1,null,null,null,null,null,,
682,リコリス棲姫,600,600,150,150,0,0,120,120,100,100,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,562,561,556,566,-1,null,null,null,null,null,,
683,リコリス棲姫,600,600,150,150,0,0,120,120,100,100,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,562,562,556,566,-1,null,null,null,null,null,,
684,中枢棲姫,600,600,110,110,80,80,100,100,180,180,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,568,568,569,567,-1,null,null,null,null,null,,
685,中枢棲姫,800,800,160,160,90,90,140,140,210,210,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,568,568,569,567,-1,null,null,null,null,null,,
686,中枢棲姫,900,900,200,200,100,100,180,180,240,240,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,568,568,569,567,-1,null,null,null,null,null,,
687,中枢棲姫-壊,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
688,中枢棲姫-壊,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
689,中枢棲姫-壊,850,850,230,230,160,160,180,180,270,270,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,568,568,569,567,-1,0,0,16,0,0,,
690,駆逐古姫,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
691,駆逐古姫,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
692,駆逐古姫,195,195,130,130,140,140,90,90,167,167,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,502,502,541,559,-1,null,null,null,null,null,,
693,潜水夏姫 flagship,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
694,潜水夏姫 flagship,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
695,潜水夏姫 flagship,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
696,戦艦夏姫,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
697,戦艦夏姫,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
698,戦艦夏姫,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
699,港湾夏姫,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
700,港湾夏姫,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
701,港湾夏姫,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
702,港湾夏姫-壊,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
703,港湾夏姫-壊,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
704,港湾夏姫-壊,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
705,重巡夏姫,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
706,重巡夏姫,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
707,重巡夏姫,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
869,夏2016曙 あけぼの,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
870,夏2016朧 おぼろ,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
871,夏2016朧改 おぼろ,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
872,夏風雲 かざぐも,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
873,夏沖波 おきなみ,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
874,夏五十鈴 いすず,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
875,夏扶桑 ふそう,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
876,夏山城 やましろ,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
877,夏瑞穂 みずほ,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
878,夏大和 やまと,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
879,夏榛名改二 はるな,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
880,夏大鯨 たいげい・りゅうほう,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
881,夏龍鳳 たいげい・りゅうほう,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
882,夏三隅 みくま,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
883,夏大淀 おおよど,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
884,夏大淀改 おおよど,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
885,夏Libeccio リベッチオ,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
886,夏Z3 マックス・シュルツ,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
887,梅雨曙 あけぼの,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
888,梅雨早霜 はやしも,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
889,梅雨清霜 きよしも,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
890,梅雨瑞穂 みずほ,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
891,梅雨夕立改二 ゆうだち,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
892,梅雨最上 もがみ,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
893,梅雨夕張 ゆうばり,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
894,梅雨千歳 ちとせ,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
895,梅雨千代田 ちよだ,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
896,携帯白露 しらつゆ,0,0,0,0,0,0,0,0,0,0,0,9999,9999,0,9999,9999,0,9999,9999,0,0,0,null,null,null,null,null,null,null,null,null,null,,
